domain,base_url,logo_url,status,error,html_length
kiaofdaphne.com,,,fail,,
isover.ua,https://www.isover.ua/,https://www.isover.ua/sites/mac3.isover.ua/files/Favicon%20isover%20%20new.png,success,,91296.0
vans.at,,,fail,,
globalconnectcarrier.com,https://globalconnectcarrier.com/,https://globalconnectcarrier.com/app/uploads/sites/8/2024/06/cropped-gc-logo-symbol-blue-32x32.png,success,,49114.0
vbh.be,https://www.vbh.be/,https://www.vbh.be/static/Favicon/apple-touch-icon.png,success,,40455.0
mazda-autohaus-fritsche-grossschoenau.de,https://www.mazda-autohaus-fritsche-grossschoenau.de/,https://www.assets.mazda-autohaus.de/assets/img/favicons/apple-icon.png,success,,107871.0
techtel.com.sg,https://www.techtel.com.sg/,https://images.squarespace-cdn.com/content/v1/554079b8e4b0c2b9f03dc31f/1430895577927-8ZH1KF9W2CT3KBDX15R7/favicon.ico?format=100w,success,,69439.0
spitex-oberthurgau.ch,https://www.spitex-oberthurgau.ch/,https://www.spitex-oberthurgau.ch/img/spitex2022/default/favicon.ico,success,,27432.0
pragroup.pl,https://pragroup.pl/,https://pragroup.pl/wp-content/uploads/2022/01/favicon.ico,success,,174297.0
veoliawatertechnologies.pl,https://www.veoliawatertechnologies.pl/,https://www.veoliawatertechnologies.pl/themes/custom/veo_site/src/assets/icons/favicon.ico,success,,352430.0
cvjm-hemer.de,https://www.cvjm-hemer.de/,https://www.cvjm-hemer.de/wp-content/uploads/2022/10/cropped-favicon-1-32x32.png,success,,72132.0
mazda-sosnowiec-mirai.pl,https://www.mazda-sosnowiec-mirai.pl/,https://www.mazda-sosnowiec-mirai.pl/Themes/templateTheme/images/favicon/apple-touch-icon.png,success,,110202.0
yves-rocher.pt,https://www.yves-rocher.pt/,https://www.yves-rocher.pt/themes/custom/yves_rocher_theme/favicon.ico,success,,279859.0
wwf.no,https://www.wwf.no/,https://www.wwf.no/resources/images/favicon-26e72c019c.ico,success,,47410.0
vkf-renzel.ro,https://www.vkf-renzel.ro/,https://www.vkf-renzel.ro/out/ra-theme/img/favicons/apple-touch-icon.png,success,,270410.0
rockvalleyculligan.com,https://www.rockvalleyculligan.com/,https://www.rockvalleyculligan.com/images/favicons/favicon.ico,success,,216294.0
atalian.hu,https://atalian.hu/,https://atalian.com/favicon.ico,success,,86697.0
amnesty.id,https://www.amnesty.id/,https://www.amnesty.id/wp-content/plugins/wp-plugin-amnesty-branding/assets/favicons/apple-touch-icon.png,success,,85297.0
veolia.fi,https://www.veolia.fi/,https://www.veolia.fi/themes/custom/veo_site/src/assets/icons/favicon.ico,success,,278222.0
roca.co.th,https://www.roca.co.th/,https://www.roca.co.th/o/roca-theme/images/favicon.ico,success,,365188.0
fleishmanhillard.ph,https://fleishmanhillard.ph/,https://fleishmanhillard.ph/wp-content/themes/fleishmanhillard-sites/images/fh-mark.png,success,,36674.0
avia-belgomine.be,https://www.avia-belgomine.be/,https://www.avia-belgomine.be/wp-content/uploads/2015/08/logo.png,success,,785596.0
greatplacetowork.se,https://greatplacetowork.se/,https://greatplacetowork.se/hubfs/website-gfx/favicon.png,success,,149938.0
toyota-bauer.at,https://www.toyota-bauer.at/,https://www.toyota-bauer.at/fav/apple-touch-icon.png,success,,42353.0
toyota-rillieux.fr,,,fail,,
manpowergroup.dk,https://www.manpowergroup.dk/,https://www.manpowergroup.dk/hubfs/favicon.ico,success,,34531.0
dysartsservicecenter.com,https://dysartsservicecenter.com/,https://dysartsservicecenter.com/wp-content/uploads/2019/10/Dysarts-Service-1.jpg,success,,67603.0
pefc.fi,https://www.pefc.fi/,https://www.pefc.fi/assets/favicon.ico,success,,107567.0
aamcoindependencemo.com,https://www.aamcoindependencemo.com/,https://irp.cdn-website.com/3fffcf2f/dms3rep/multi/header-logo-new-190x140-1.webp,success,,285058.0
caspak.co.nz,https://www.caspak.co.nz/web/database/selector,https://www.caspak.co.nz/web/static/img/favicon.ico,success,,41947.0
toyotasandikci.com.tr,https://www.toyotasandikci.com.tr/,https://www.toyotasandikci.com.tr/Assets/img/apple-touch-icon.png,success,,195275.0
spitexzug.ch,https://www.spitexzug.ch/,https://www.spitexzug.ch/img/spitex2022/default/favicon.ico,success,,40710.0
bakertilly.sl,https://www.bakertilly.sl/,https://www.bakertilly.sl/apple-touch-icon.png,success,,58631.0
papajohns.co.nl,,,fail,,
spitex-oberfreiamt.ch,https://www.spitex-oberfreiamt.ch/,https://www.spitex-oberfreiamt.ch/img/spitex2022/default/favicon.ico,success,,24749.0
mazda-autohaus-schindlbeck-straubing.de,https://www.mazda-autohaus-schindlbeck-straubing.de/,https://www.assets.mazda-autohaus.de/assets/img/favicons/apple-icon.png,success,,79279.0
chicco.ru,,,fail,,
veolia.co.za,https://www.veolia.co.za/,https://www.veolia.co.za/themes/custom/veo_site/src/assets/icons/favicon.ico,success,,108775.0
misterwhat.pt,https://www.misterwhat.pt/,https://s3-eu-west-1.amazonaws.com/cdn.misterwhat.com/apple-touch-icon.png,success,,23970.0
zalando.at,,,fail,,
shimadzu-la.com,https://www.shimadzu-la.com/,https://www.shimadzu-la.com/an/themes/custom/shimadzu_an/images/logo/logo.svg,success,,23287.0
infiniti-abudhabi.com,https://www.infiniti-abudhabi.com/,https://libs-europe.infiniti-cdn.net/etc/designs/infiniti_next_v4/25.03.30.NISSAN-22/common-assets/img/favicon/favicon.png,success,,464604.0
mazda-autohaus-mueller-und-thurnes-tholey.de,https://www.mazda-autohaus-mueller-und-thurnes-tholey.de/,https://www.assets.mazda-autohaus.de/assets/img/favicons/apple-icon.png,success,,58964.0
aamcoburbank.com,https://www.aamcoburbank.com/,https://www.aamcoburbank.com/images/IconAAMCOnew.ico,success,,44388.0
tupperware.es,,,fail,,
mazda-autohaus-albstadt-auto-domicil-ebingen.de,https://www.mazda-autohaus-albstadt-auto-domicil-ebingen.de/,https://www.assets.mazda-autohaus.de/assets/img/favicons/apple-icon.png,success,,72483.0
hondasemarangcenter.com,https://www.hondasemarangcenter.com/,https://www.hondasemarangcenter.com/img/fav.png,success,,28533.0
adlatus-nordwestschweiz.ch,https://adlatus-nordwestschweiz.ch/,https://adlatus-nordwestschweiz.ch/wp-content/uploads/2021/02/favicon-150x150.png,success,,105264.0
demetercs.eu,https://www.demetercs.eu/,https://static.wixstatic.com/media/b23043_e2a42c954cef4dcdb60e7984845807a9%7Emv2.png/v1/fill/w_192%2Ch_192%2Clg_1%2Cusm_0.66_1.00_0.01/b23043_e2a42c954cef4dcdb60e7984845807a9%7Emv2.png,success,,1119952.0
sitechsolutions.com,https://www.sitechsolutions.com/,https://www.sitechsolutions.com/wp-content/themes/sitech/favicon.ico,success,,68176.0
subaru-bd.com,http://subaru-bd.com/,http://subaru-bd.com/assets/images/logo02.jpg,success,,112512.0
toysrus.fr,https://www.toysrus.fr/,https://www.toysrus.fr/TRU_Logo.png,success,,1100.0
mazda-krakow-kazokuluzar.pl,https://www.mazda-krakow-kazokuluzar.pl/,https://www.mazda-krakow-kazokuluzar.pl/Themes/templateTheme/images/favicon/apple-touch-icon.png,success,,110694.0
carglass.hu,https://www.carglass.hu/,https://www.carglass.hu/wp-content/themes/carglass/assets/img/favicon.ico,success,,49799.0
astrazeneca.hu,https://www.astrazeneca.hu/,https://www.astrazeneca.hu/etc/designs/az/img/favicons/icon-favicon.ico,success,,48488.0
pragroup.com.au,https://www.pragroup.com.au/,https://www.pragroup.com.au/wp-content/uploads/2021/12/favicon.ico,success,,127814.0
aonsolutions.com.cy,https://www.aonsolutions.com.cy/,https://www.aonsolutions.com.cy/Content/images/logo_aon_red.png,success,,14585.0
toyotaortakoy.com.tr,,,fail,,
culligansiouxcity.com,https://www.culligansiouxcity.com/,https://www.culligansiouxcity.com/images/favicons/favicon.ico,success,,229985.0
kia-ci.com,https://kia-ci.com/,https://kia-ci.com/wp-content/uploads/2021/01/cropped-new-kia-logo_icone-32x32.jpg,success,,613836.0
kia-crimea.ru,https://kia-crimea.ru/,https://cdn.kia.ru/site-data/favicon/favicon-16x16.png,success,,197615.0
einhell.com.ar,https://www.einhell.com.ar/,https://www.einhell.com.ar/_assets/369fecbaddba51f6af024f761a766400/Assets/favicons/favicon.png,success,,80402.0
lidl-ni.co.uk,https://www.lidl-ni.co.uk/,https://www.lidl-ni.co.uk/cdn/assets/logos/1.0.1/lidl-logo-shop-cdn.svg,success,,674204.0
acuraofwestchester.com,,,fail,,
chicco.co.nz,,,fail,,
veolia.am,https://www.veolia.am/hy,https://www.veolia.am/themes/custom/veo_site/src/assets/icons/favicon.ico,success,,140058.0
lindesaude.pt,https://lindesaude.pt/shop/pt/pt-homecare-store,https://lindesaude.pt/wcsstore/NL_Homecare_Store/images/favicon-icon.ico,success,,307119.0
bioderma.it,https://www.bioderma.it/,https://www.bioderma.it/themes/custom/bioderma_theme/favicon.ico,success,,255427.0
rationalstock.es,https://www.rationalstock.es/,https://www.rationalstock.es/img_rational/img/icons/favicon2018.png,success,,861835.0
bbraun.ph,https://www.bbraun.ph/en.html,https://www.bbraun.ph/etc.clientlibs/settings/wcm/designs/clientlibs/bbraun/bbraun.static/resources/img/favicon.ico,success,,46746.0
lidl-giftcard.eu,https://www.lidl-giftcard.eu/,,exception,[WinError 2] The system cannot find the file specified: 'data/debug/html_debug\\www_lidl-giftcard_eu.html',212.0
salvationarmy.org.sg,https://www.salvationarmy.org.sg/,https://www.salvationarmy.org.sg/wp-content/uploads/2022/03/cropped-favicon-32x32.png,success,,347730.0
hyundaiblacktown.com.au,https://www.hyundaiblacktown.com.au/,https://www.hyundaiblacktown.com.au/favicon/hyundai.png,success,,184840.0
kuraray.us.com,https://kuraray.us.com/,https://kuraray.us.com/wp-content/themes/kuraray/_/img/icons/fav/apple-icon-57x57.png,success,,137752.0
infiniti-dubai.com,https://www.infiniti-dubai.com/,https://libs-europe.infiniti-cdn.net/etc/designs/infiniti_next_v4/25.03.30.NISSAN-22/common-assets/img/favicon/favicon.png,success,,490148.0
muvpropiedades.com.ar,https://www.muvpropiedades.com.ar/,https://www.muvpropiedades.com.ar/favicon.ico,success,,41623.0
myron.ca,https://www.myron.ca/,https://cdn11.bigcommerce.com/s-gdrjnpyqb4/product_images/favicon.png?t=1710502269,success,,280125.0
crocssa.co.za,https://www.crocssa.co.za/,https://www.crocssa.co.za/cdn/shop/files/CrocsFavicon_256x256_1_32x32.png?v=1647386129,success,,219437.0
mercyships.dk,https://mercyships.dk/,https://mercyships.dk/wp-content/uploads/2022/06/Favicon-Mercy-Ships-150x150.png,success,,307724.0
mazda-uae.com,,,fail,,
aamcomissouricitytx.com,https://www.aamcomissouricitytx.com/,https://www.aamcomissouricitytx.com/images/IconAAMCOnew.ico,success,,42610.0
colorflexpackaging.com,,,fail,,
linexcoloradosprings.com,https://linexcoloradosprings.com/,https://linexcoloradosprings.com/wp-content/uploads/2021/06/icon.png,success,,64821.0
propertyfinder.com,https://www.propertyfinder.com/,https://www.propertyfinder.com/wp-content/themes/pf/images/favicon/favicon.ico,success,,23078.0
misterwhat.pl,https://www.misterwhat.pl/,https://s3-eu-west-1.amazonaws.com/cdn.misterwhat.com/apple-touch-icon.png,success,,20238.0
mazda-autohaus-doerenkaemper-bad-hersfeld.de,https://www.mazda-autohaus-doerenkaemper-bad-hersfeld.de/,https://www.assets.mazda-autohaus.de/assets/img/favicons/apple-icon.png,success,,105091.0
linde-gaz.pl,https://www.linde-gaz.pl/shop/pl/pl-ig/polska,https://static.prd.echannel.linde.com/wcsstore/PL_RME_Industrial_Gas_Store/images/Logo/linde_logo.png,success,,633218.0
servier.co.uk,https://www.servier.co.uk/,https://www.servier.co.uk/wp-content/uploads/sites/21/2022/10/cropped-favicon-2-32x32.png,success,,51276.0
pingusenglishbd.com,,,fail,,
cvjm-muensingen.de,https://cvjm-muensingen.de/,https://cvjm-muensingen.de/wp-content/uploads/2019/10/cvjm-logo-groß-ausgeschnitten-150x150.jpg,success,,128173.0
aamcopompanobeach.com,https://www.aamcopompanobeach.com/,https://www.aamcopompanobeach.com/images/IconAAMCOnew.ico,success,,43024.0
aamcovinelandnj.com,https://www.mylocalaamco.com/,https://www.mylocalaamco.com/images/IconAAMCOnew.ico,success,,19330.0
nestle.bg,https://www.nestle.bg/bg,https://www.nestle.bg/themes/custom/da_vinci_code/images/favicons/favicon.ico,success,,245352.0
linexofmacon.com,https://www.linexofmacon.com/,https://static.mywebsites360.com/cdc0550dc05e4e0e9cfa2f947bad436d/f/95484f9d999cb1d86e7a9302d88ae6a59ad00a75/1/favicon-180x180.png,success,,47285.0
worldvision.org.sv,https://worldvision.org.sv/,https://worldvision.org.sv/hubfs/Wolrd%20Vision%20Logo.jpg,success,,164546.0
inductothermgroup.com.br,https://inductothermgroup.com.br/,https://inductothermgroup.com.br/wp-content/uploads/sites/30/2019/05/cropped-inductotherm-icon-32x32.png,success,,298147.0
plameco.nl,https://www.plameco.nl/,https://www.plameco.nl/app/images/favicon/favicon.ico,success,,164892.0
